frame_number,vehicle_id,speed,is_overspeed,x1,y1,x2,y2,confidence,vehicle_class,timestamp
62,40,62.8,False,720,397,852,557,0.99,car,2.1379310344827585
63,41,65.7,False,929,394,1099,570,0.99,car,2.1724137931034484
100,42,60.8,False,725,396,877,569,0.99,car,3.4482758620689653
133,44,65.2,False,946,380,1106,558,0.99,car,4.586206896551724
136,43,59.4,False,684,408,833,583,0.99,car,4.689655172413793
240,46,64.8,False,710,403,841,572,0.99,car,8.275862068965518
248,47,68.9,False,955,409,1122,577,0.99,car,8.551724137931034
258,48,58.4,False,559,388,708,583,0.99,car,8.89655172413793
284,51,60.4,False,320,396,479,571,0.99,car,9.793103448275861
308,52,61.0,False,717,401,876,585,0.99,car,10.620689655172415
317,53,65.6,False,196,384,369,573,0.99,car,10.931034482758621
