frame_number,vehicle_id,speed,is_overspeed,x1,y1,x2,y2,confidence,vehicle_class,timestamp
31,1,167.0,True,1047,332,1295,590,0.99,vehicle,1.0689655172413792
34,1,167.0,True,1094,397,1306,689,0.99,vehicle,1.1724137931034482
35,1,167.0,True,1117,418,1308,710,0.99,vehicle,1.206896551724138
36,1,167.0,True,1143,436,1310,724,0.99,vehicle,1.2413793103448276
226,4,69.6,False,368,363,564,605,0.99,vehicle,7.793103448275862
227,4,69.6,False,355,384,560,643,0.99,vehicle,7.827586206896552
228,4,69.6,False,338,406,555,682,0.99,vehicle,7.862068965517241
229,4,69.6,False,323,426,550,708,0.99,vehicle,7.896551724137931
230,4,69.6,False,307,438,544,720,0.99,vehicle,7.931034482758621
231,4,69.6,False,292,446,539,724,0.99,vehicle,7.9655172413793105
233,7,52.2,False,740,437,946,685,0.99,vehicle,8.03448275862069
234,7,52.2,False,743,448,961,706,0.99,vehicle,8.068965517241379
235,7,52.2,False,747,457,976,718,0.99,vehicle,8.10344827586207
236,7,52.2,False,751,471,988,726,0.99,vehicle,8.137931034482758
237,7,52.2,False,752,486,995,730,0.99,vehicle,8.172413793103448
238,7,52.2,False,755,509,1002,738,0.99,vehicle,8.206896551724139
239,7,52.2,False,756,536,1008,743,0.99,vehicle,8.241379310344827
240,7,52.2,False,759,564,1015,746,0.99,vehicle,8.275862068965518
241,7,52.2,False,761,595,1022,748,0.99,vehicle,8.310344827586206
268,12,92.8,True,736,409,940,700,0.99,vehicle,9.241379310344827
279,9,69.6,False,398,343,587,587,0.99,vehicle,9.620689655172415
280,9,69.6,False,387,360,585,621,0.99,vehicle,9.655172413793103
281,9,69.6,False,376,379,582,656,0.99,vehicle,9.689655172413794
282,9,69.6,False,364,399,580,691,0.99,vehicle,9.724137931034482
283,9,69.6,False,352,414,575,711,0.99,vehicle,9.758620689655173
283,20,104.4,True,1029,351,1298,586,0.99,vehicle,9.758620689655173
284,9,69.6,False,340,428,571,722,0.99,vehicle,9.793103448275861
284,20,104.4,True,1045,403,1301,634,0.99,vehicle,9.793103448275861
285,9,69.6,False,331,438,569,727,0.99,vehicle,9.827586206896552
285,20,104.4,True,1057,412,1305,663,0.99,vehicle,9.827586206896552
286,20,104.4,True,1073,431,1306,695,0.99,vehicle,9.862068965517242
287,20,104.4,True,1091,439,1307,709,0.99,vehicle,9.89655172413793
335,25,104.4,True,1037,347,1302,595,0.99,vehicle,11.551724137931034
