frame_number,vehicle_id,speed,is_overspeed,x1,y1,x2,y2,confidence,vehicle_class,timestamp
208,10,5.5,False,499,177,613,298,0.64,car,7.172413793103448
209,10,5.5,False,499,177,613,298,0.64,car,7.206896551724138
210,10,5.5,False,493,189,610,319,0.67,car,7.241379310344827
211,10,5.5,False,493,189,610,319,0.67,car,7.275862068965517
212,9,5.3,False,695,191,803,302,0.81,car,7.310344827586207
212,10,5.5,False,484,204,607,341,0.66,car,7.310344827586207
213,9,5.3,False,695,191,803,302,0.81,car,7.344827586206897
213,10,5.5,False,484,204,607,341,0.66,car,7.344827586206897
214,10,5.5,False,472,218,604,364,0.82,car,7.379310344827586
214,9,5.3,False,696,203,811,322,0.77,car,7.379310344827586
215,10,5.5,False,472,218,604,364,0.82,car,7.413793103448276
215,9,5.3,False,696,203,811,322,0.77,car,7.413793103448276
216,9,5.3,False,697,216,819,342,0.77,car,7.448275862068965
216,10,5.5,False,457,232,601,395,0.7,car,7.448275862068965
217,9,5.3,False,697,216,819,342,0.77,car,7.482758620689655
217,10,5.5,False,457,232,601,395,0.7,car,7.482758620689655
218,9,5.3,False,702,231,830,366,0.79,car,7.517241379310345
218,10,5.5,False,440,252,596,427,0.73,car,7.517241379310345
219,9,5.3,False,702,231,830,366,0.79,car,7.551724137931035
219,10,5.5,False,440,252,596,427,0.73,car,7.551724137931035
220,9,5.3,False,704,248,839,391,0.76,car,7.586206896551724
221,9,5.3,False,704,248,839,391,0.76,car,7.620689655172414
222,9,5.3,False,706,266,848,422,0.8,car,7.655172413793103
223,9,5.3,False,706,266,848,422,0.8,car,7.689655172413793
224,13,6.2,False,880,168,1028,295,0.53,car,7.724137931034483
225,13,6.2,False,880,168,1028,295,0.53,car,7.758620689655173
226,13,6.2,False,891,183,1050,310,0.63,car,7.793103448275862
227,13,6.2,False,891,183,1050,310,0.63,car,7.827586206896552
228,13,6.2,False,902,193,1072,337,0.63,car,7.862068965517241
229,13,6.2,False,902,193,1072,337,0.63,car,7.896551724137931
230,13,6.2,False,914,209,1099,363,0.68,car,7.931034482758621
231,13,6.2,False,914,209,1099,363,0.68,car,7.9655172413793105
260,12,5.3,False,509,169,623,297,0.62,car,8.96551724137931
261,12,5.3,False,509,169,623,297,0.62,car,9.0
262,12,5.3,False,497,181,621,316,0.61,car,9.03448275862069
263,12,5.3,False,497,181,621,316,0.61,car,9.068965517241379
264,12,5.3,False,494,191,618,338,0.65,car,9.10344827586207
265,12,5.3,False,494,191,618,338,0.65,car,9.137931034482758
266,12,5.3,False,487,205,616,360,0.77,car,9.172413793103448
266,11,5.0,False,898,168,1027,290,0.61,car,9.172413793103448
267,12,5.3,False,487,205,616,360,0.77,car,9.206896551724139
267,11,5.0,False,898,168,1027,290,0.61,car,9.206896551724139
268,12,5.3,False,476,219,615,386,0.81,car,9.241379310344827
268,11,5.0,False,907,180,1047,309,0.74,car,9.241379310344827
269,12,5.3,False,476,219,615,386,0.81,car,9.275862068965518
269,11,5.0,False,907,180,1047,309,0.74,car,9.275862068965518
270,12,5.3,False,465,233,611,416,0.81,car,9.310344827586206
270,11,5.0,False,919,196,1070,332,0.67,car,9.310344827586206
271,12,5.3,False,465,233,611,416,0.81,car,9.344827586206897
271,11,5.0,False,919,196,1070,332,0.67,car,9.344827586206897
272,13,6.2,False,931,211,1094,359,0.61,car,9.379310344827585
273,13,6.2,False,931,211,1094,359,0.61,car,9.413793103448276
274,13,6.2,False,948,228,1123,389,0.68,car,9.448275862068966
275,13,6.2,False,948,228,1123,389,0.68,car,9.482758620689655
286,14,5.5,False,696,179,802,296,0.72,car,9.862068965517242
287,14,5.5,False,696,179,802,296,0.72,car,9.89655172413793
293,20,16.3,False,706,222,830,367,0.67,car,10.10344827586207
294,20,16.3,False,711,241,841,399,0.66,car,10.137931034482758
295,20,16.3,False,711,241,841,399,0.66,car,10.172413793103448
318,19,5.4,False,901,167,1038,298,0.74,car,10.96551724137931
319,19,5.4,False,901,167,1038,298,0.74,car,11.0
320,11,5.0,False,914,185,1058,317,0.72,car,11.03448275862069
321,11,5.0,False,914,185,1058,317,0.72,car,11.068965517241379
322,14,5.5,False,712,188,814,297,0.7,car,11.10344827586207
323,14,5.5,False,712,188,814,297,0.7,car,11.137931034482758
324,14,5.5,False,715,201,822,318,0.72,car,11.172413793103448
324,13,6.2,False,939,209,1111,372,0.7,car,11.172413793103448
325,14,5.5,False,715,201,822,318,0.72,car,11.206896551724139
325,13,6.2,False,939,209,1111,372,0.7,car,11.206896551724139
326,14,5.5,False,720,215,833,339,0.75,car,11.241379310344827
327,14,5.5,False,720,215,833,339,0.75,car,11.275862068965518
327,4,10.7,False,956,228,1137,400,0.67,car,11.275862068965518
328,14,5.5,False,721,230,844,364,0.79,car,11.310344827586206
329,14,5.5,False,721,230,844,364,0.79,car,11.344827586206897
330,20,16.3,False,724,248,854,392,0.71,car,11.379310344827585
331,20,16.3,False,724,248,854,392,0.71,car,11.413793103448276
333,21,13.9,False,728,267,868,425,0.72,car,11.482758620689655
354,11,5.0,False,895,175,1034,307,0.75,car,12.206896551724139
355,11,5.0,False,895,175,1034,307,0.75,car,12.241379310344827
357,3,16.0,False,907,191,1057,330,0.67,car,12.310344827586206
358,13,6.2,False,919,207,1081,356,0.78,car,12.344827586206897
359,13,6.2,False,919,207,1081,356,0.78,car,12.379310344827585
360,4,10.7,False,933,220,1108,389,0.74,car,12.413793103448276
361,4,10.7,False,933,220,1108,389,0.74,car,12.448275862068966
374,15,5.1,False,718,174,819,288,0.55,car,12.89655172413793
375,15,5.1,False,718,174,819,288,0.55,car,12.931034482758621
376,15,5.1,False,720,185,827,304,0.56,car,12.96551724137931
377,15,5.1,False,720,185,827,304,0.56,car,13.0
380,14,5.5,False,726,212,843,346,0.6,car,13.10344827586207
381,14,5.5,False,726,212,843,346,0.6,car,13.137931034482758
382,20,16.3,False,728,228,854,374,0.57,car,13.172413793103448
383,20,16.3,False,728,228,854,374,0.57,car,13.206896551724139
384,21,13.9,False,731,247,866,404,0.59,car,13.241379310344827
385,21,13.9,False,731,247,866,404,0.59,car,13.275862068965518
400,27,5.2,False,569,205,655,300,0.77,car,13.793103448275861
401,27,5.2,False,569,205,655,300,0.77,car,13.827586206896552
402,27,5.2,False,565,217,654,319,0.78,car,13.862068965517242
402,15,5.1,False,712,180,820,300,0.53,car,13.862068965517242
403,27,5.2,False,565,217,654,319,0.78,car,13.89655172413793
403,15,5.1,False,712,180,820,300,0.53,car,13.89655172413793
404,27,5.2,False,561,230,655,337,0.79,car,13.931034482758621
404,15,5.1,False,714,192,831,321,0.66,car,13.931034482758621
405,27,5.2,False,561,230,655,337,0.79,car,13.96551724137931
405,15,5.1,False,714,192,831,321,0.66,car,13.96551724137931
406,27,5.2,False,557,242,655,356,0.73,car,14.0
406,14,5.5,False,718,204,838,339,0.53,car,14.0
407,27,5.2,False,557,242,655,356,0.73,car,14.03448275862069
407,14,5.5,False,718,204,838,339,0.53,car,14.03448275862069
408,27,5.2,False,551,258,655,380,0.81,car,14.068965517241379
408,20,16.3,False,720,222,846,366,0.75,car,14.068965517241379
409,27,5.2,False,551,258,655,380,0.81,car,14.10344827586207
409,20,16.3,False,720,222,846,366,0.75,car,14.10344827586207
410,27,5.2,False,545,276,656,405,0.84,car,14.137931034482758
410,20,16.3,False,723,242,857,393,0.73,car,14.137931034482758
411,27,5.2,False,545,276,656,405,0.84,car,14.172413793103448
411,20,16.3,False,723,242,857,393,0.73,car,14.172413793103448
412,27,5.2,False,538,296,656,430,0.74,car,14.206896551724139
412,20,16.3,False,725,255,869,421,0.65,car,14.206896551724139
413,27,5.2,False,538,296,656,430,0.74,car,14.241379310344827
413,20,16.3,False,725,255,869,421,0.65,car,14.241379310344827
418,19,5.4,False,878,193,992,295,0.78,car,14.413793103448276
419,19,5.4,False,878,193,992,295,0.78,car,14.448275862068966
420,11,5.0,False,887,198,1006,310,0.52,car,14.482758620689655
421,11,5.0,False,887,198,1006,310,0.52,car,14.517241379310345
422,3,16.0,False,897,214,1025,333,0.74,car,14.551724137931034
422,26,8.2,False,584,208,661,294,0.72,car,14.551724137931034
423,3,16.0,False,897,214,1025,333,0.74,car,14.586206896551724
423,26,8.2,False,584,208,661,294,0.72,car,14.586206896551724
424,26,8.2,False,583,218,660,307,0.73,car,14.620689655172415
424,13,6.2,False,907,225,1045,353,0.68,car,14.620689655172415
425,26,8.2,False,583,218,660,307,0.73,car,14.655172413793103
425,13,6.2,False,907,225,1045,353,0.68,car,14.655172413793103
426,13,6.2,False,919,240,1067,376,0.72,car,14.689655172413794
426,26,8.2,False,576,230,661,326,0.61,car,14.689655172413794
427,13,6.2,False,919,240,1067,376,0.72,car,14.724137931034482
427,26,8.2,False,576,230,661,326,0.61,car,14.724137931034482
428,4,10.7,False,933,252,1094,404,0.66,car,14.758620689655173
428,26,8.2,False,575,239,660,342,0.58,car,14.758620689655173
429,4,10.7,False,933,252,1094,404,0.66,car,14.793103448275861
429,26,8.2,False,575,239,660,342,0.58,car,14.793103448275861
430,26,8.2,False,568,253,659,358,0.54,car,14.827586206896552
431,26,8.2,False,568,253,659,358,0.54,car,14.862068965517242
432,26,8.2,False,564,265,659,379,0.53,car,14.89655172413793
433,26,8.2,False,564,265,659,379,0.53,car,14.931034482758621
434,26,8.2,False,560,279,660,399,0.64,car,14.96551724137931
435,26,8.2,False,560,279,660,399,0.64,car,15.0
436,26,8.2,False,551,295,660,423,0.62,car,15.03448275862069
437,26,8.2,False,551,295,660,423,0.62,car,15.068965517241379
458,19,5.4,False,872,199,968,289,0.67,car,15.793103448275861
459,19,5.4,False,872,199,968,289,0.67,car,15.827586206896552
462,11,5.0,False,888,221,997,316,0.62,car,15.931034482758621
463,11,5.0,False,888,221,997,316,0.62,car,15.96551724137931
464,3,16.0,False,899,230,1013,330,0.61,car,16.0
465,3,16.0,False,899,230,1013,330,0.61,car,16.03448275862069
466,3,16.0,False,911,242,1031,353,0.63,car,16.06896551724138
467,3,16.0,False,911,242,1031,353,0.63,car,16.103448275862068
470,4,10.7,False,935,270,1074,391,0.59,car,16.20689655172414
471,4,10.7,False,935,270,1074,391,0.59,car,16.24137931034483
